thread_id,customer_tweet_id,customer_text,customer_created_at,brand_tweet_id,brand_text,brand_created_at,has_further_customer_reply,response_latency_seconds
AmericanAir_1439240,1439241,Happy to be back w @AmericanAir  Another friendly crew. #ThankYOU https://t.co/TIZLzsFz5d,Thu Nov 02 11:02:40 +0000 2017,1439240,@136916 It's always a pleasure having you on board! We'll pass your shout-out on for the crew. #AATeam,Thu Nov 02 11:10:51 +0000 2017,False,491.0
AmericanAir_1691084,1691082,@AmericanAir As am I! Hope you begin serving BZN other than seasonal direct flights to Dallas.,Tue Oct 17 17:18:51 +0000 2017,1691084,@413774 You never know what new service we'll offer next!,Tue Oct 17 17:24:45 +0000 2017,False,354.0
AmericanAir_929767,929768,@AmericanAir  warm. wonderful customer service i received today while checking in my baggages in flight AA 3358. Kudos to Paul and AA 👍🏼👏🏻👏🏻,Sat Oct 21 21:17:48 +0000 2017,929767,@340597 We love hearing that!,Sat Oct 21 21:19:13 +0000 2017,False,85.0
AmericanAir_2456444,2456445,.@AmericanAir - AA 245 is only 16 min early and we need to wait for our gate. We’ve been flying 6+ hours and you and @116147 couldn’t track?,Wed Nov 15 04:13:50 +0000 2017,2456444,"@703660 We're so sorry for the extra wait, Krista. We'll have you to gate as quickly as possible.",Wed Nov 15 04:22:42 +0000 2017,False,532.0
AmericanAir_2472640,2472641,@AmericanAir no chargers on 6 hour flight MCO to LAX this morning?,Wed Nov 15 12:19:36 +0000 2017,2472640,@333690 We know you'd prefer to stay connected. We're sorry there weren't any power ports available today.,Wed Nov 15 12:20:25 +0000 2017,False,49.0
AmericanAir_499465,447991,@AmericanAir Is it safe to book a new flight?,Fri Dec 01 18:52:12 +0000 2017,499465,"@234278 Yes, we don't anticipate any cancellations and are working diligently to address the issue.",Fri Dec 01 19:12:13 +0000 2017,False,1201.0
AmericanAir_2368477,2368478,@AmericanAir really just casually slipped in “we enjoyed watching you sleep” into their goodbye speech on this plane and i’m still reflecting,Sun Nov 26 17:01:13 +0000 2017,2368477,"@683554 We meant it as a ""guardian angel"" sort of thing.",Sun Nov 26 17:20:33 +0000 2017,False,1160.0
AmericanAir_492620,492621,"@AmericanAir AA259 Jean is one of the most #thoughtful, #kind, #considerate, and  #sweet Flight Attendants I’ve met #Kudos #Recognition",Fri Dec 01 16:59:17 +0000 2017,492620,@135151 Our #AATeam is on a roll. We'll be sure to share the kudos with her!,Fri Dec 01 17:14:16 +0000 2017,False,899.0
AmericanAir_1983190,1983191,@AmericanAir would love to know the reason I did NOT get an express pass at Chicago for my connection. Please do tell. 😡😡😡😡,Wed Nov 01 21:24:11 +0000 2017,1983190,@587013 We took a look at your reservation and it doesn't look like one was ordered. Take a look here for next time: https://t.co/X1ZpDwaT5M,Wed Nov 01 21:58:53 +0000 2017,False,2082.0
AmericanAir_466925,466923,"@AmericanAir My father is an 80 year old man, who has been a faithful customer with American over the years. To put this type of extra stress on him over 1 extra pound of luggage right before a red eye flight is wrong. The worst part is how little the employees of American seem to care.",Fri Dec 01 05:23:54 +0000 2017,466925,@226135 We're so sorry that your father had this experience. We expect our team to be professional and courteous.,Fri Dec 01 06:03:28 +0000 2017,False,2374.0
AmericanAir_1025090,1025091,@AmericanAir never been moved out of my exit row to be put in a middle seat for 4 hours before on any other airline. fix it.,Sun Oct 22 21:23:27 +0000 2017,1025090,"@362564 That's very strange to hear that occurred. In any event, we're sorry for the inconvenience.",Sun Oct 22 23:51:21 +0000 2017,False,8874.0
AmericanAir_375906,375904,@AmericanAir I DM'ed you with all the info. Thanks in advance for all your help.,Mon Oct 09 02:35:28 +0000 2017,375906,@205153 We received your DM. Give us moment.,Mon Oct 09 02:45:02 +0000 2017,False,574.0
AmericanAir_2744418,2744419,@AmericanAir wins again for always being the tardiest airlines,Mon Nov 20 19:18:03 +0000 2017,2744418,"@768646 Our goal is to always aim for on time departures, Sandy. Our pilots do their best to make up time once we get in the air.",Mon Nov 20 19:24:30 +0000 2017,False,387.0
AmericanAir_1463739,1463740,@AmericanAir Now 15 minutes.,Thu Nov 02 18:36:43 +0000 2017,1463739,@459750 Someone will be with you soon. Thanks for your patience with the wait.,Thu Nov 02 18:56:28 +0000 2017,False,1185.0
AmericanAir_679186,679187,@AmericanAir Get me a fucking flight to Sac instead of leaving me for dead in Fresno,Thu Nov 23 07:54:12 +0000 2017,679186,@282061 DM your record locator and we'll take a peek.,Thu Nov 23 07:56:12 +0000 2017,False,120.0
AmericanAir_2709406,2709404,@AmericanAir Ncgqov,Tue Nov 21 02:04:19 +0000 2017,2709406,@760826 Thanks! We'll pass it along right away.,Tue Nov 21 02:11:58 +0000 2017,False,459.0
AmericanAir_9940,9941,@AmericanAir nice work letting your staff dress up for holoween!!! Love it! #ORD,Wed Nov 01 00:28:01 +0000 2017,9940,@117839 We're glad you're enjoying some of our #AATeam's great costumes. Their treat is getting to serve our best customers.,Wed Nov 01 00:29:33 +0000 2017,False,92.0
AmericanAir_2531800,2531801,"And finally, mercifully, 18 hours after my original departure time, after 2 cancelled flights by @AmericanAir, going home. https://t.co/QWtHHg2JPH",Mon Oct 30 11:11:14 +0000 2017,2531800,@709664 Glad you made it #HomeSweetHome!,Mon Oct 30 11:25:09 +0000 2017,False,835.0
AmericanAir_1174184,1174182,@AmericanAir So we’ve landed and the gate were supposed  to go to to has a plane in it that’s being maintenanced.  Sitting on runway. Get it together.,Tue Oct 24 21:28:07 +0000 2017,1174184,@396172 We're sorry for the unexpected wait for the gate. We know you're ready to get off and stretch your legs.,Tue Oct 24 22:15:25 +0000 2017,False,2838.0
AmericanAir_1358483,1358484,@AmericanAir you ruined our bachelorette! 4 hour delay!!,Fri Oct 27 19:35:05 +0000 2017,1358483,@436720 We're so sorry for this delay but our team will have you in the skies as soon as they can.,Fri Oct 27 19:49:27 +0000 2017,False,862.0
AmericanAir_717117,717118,"BEWARE OF #AMERICANAIRLINES @AmericanAir ruined my vacation, &amp; wanted to credit me $90 for $1500 tickets! Unreal!    https://t.co/ovSAqoKHdi",Tue Oct 10 18:42:18 +0000 2017,717117,"@208914 We're sorry you're unhappy with the resolution received. If you need further clarification, you're welcome to meet us in DM.",Tue Oct 10 19:15:21 +0000 2017,False,1983.0
AmericanAir_1986322,1986323,@AmericanAir this last minute delay is unacceptable. Reliable airplanes that don’t require last minute “maintenance” would be great.,Thu Nov 02 11:04:28 +0000 2017,1986322,@149537 An on-time departure is always the goal and we're sorry for the late start. What's your flight number? We can check the status for you.,Thu Nov 02 11:13:43 +0000 2017,False,555.0
AmericanAir_939704,939705,@AmericanAir On a positive note my flight #72 this morning was fantastic. Crew were outstanding and couldn’t be more friendly and accommodating.,Sat Oct 21 18:56:11 +0000 2017,939704,@342761 We're excited to hear they took great care of you. We'll send over your kind words. #AATeam,Sat Oct 21 18:56:53 +0000 2017,False,42.0
AmericanAir_945969,945970,@AmericanAir just booked my online reservation to speak at the 10X conference in Las Vegas ...could not have been easier...thanks AA...you rock.....   @344317,Sat Nov 25 16:50:16 +0000 2017,945969,"@344317 We look forward to welcoming you on board, Jay!",Sat Nov 25 16:55:31 +0000 2017,False,315.0
AmericanAir_1529099,1529100,Thank you @AmericanAir for flight 9243,Fri Nov 03 19:44:18 +0000 2017,1529099,"@474710 You're very welcome, John!",Fri Nov 03 19:46:51 +0000 2017,False,153.0
AmericanAir_1682979,1682980,@AmericanAir publicly showing interest but then only sends automated responses!  #ShameOnYou #AmericanAirlines #newmom #breastfeeding https://t.co/b5jNuUlseq,Mon Nov 06 16:28:15 +0000 2017,1682979,"@503384 We're all human here. Women are welcome to breastfeed or pump at any time in flight, please follow-up via DM with more details.",Mon Nov 06 16:36:30 +0000 2017,False,495.0
AmericanAir_1704225,1704226,Special Shoutout to @AmericanAir for ruining my suitcase!!! https://t.co/lpjDLvfyk4,Mon Nov 06 21:38:57 +0000 2017,1704225,"@516591 We're sorry about that, Christine. Please file a claim with our Baggage Service Office.",Mon Nov 06 22:06:33 +0000 2017,False,1656.0
AmericanAir_1366601,1366602,Flying realness. Thanks @AmericanAir https://t.co/uB7Cv8Qzys,Fri Oct 27 21:49:56 +0000 2017,1366601,@144906 It's always a pleasure to have you on board! Have a great flight home.,Fri Oct 27 21:52:09 +0000 2017,False,133.0
AmericanAir_2479599,2479600,@AmericanAir @119137 @British_Airways @british_airways please don’t fob off your customers to the worst long haul airline I’ve ever flown on.,Sun Oct 29 21:30:30 +0000 2017,2479599,"@708627 We're sorry for the extra travel time, Neil. Your experience is important to us.",Sun Oct 29 21:40:23 +0000 2017,False,593.0
AmericanAir_595271,595272,I think when people love their job and excel at it they deserve recognition! Desiree from @AmericanAir flight 2963 to #Chicago today needs a round of applause for being a rockstar flight attendant! Thanks for making my travel day a little easier! 👏🏽👏🏽👏🏽#ENCOURAGEMENT,Sun Dec 03 18:29:23 +0000 2017,595271,@261053 Desiree sounds like our #AAngel in sky! We'll send over your kind words. #AATeam,Sun Dec 03 18:35:45 +0000 2017,False,382.0
AmericanAir_2666205,2666206,"@AmericanAir PBI to DFW is still missing a flight attendant and can't leave, even though it's past the time when it's supposed to leave. Can someone help?",Sun Nov 26 22:18:56 +0000 2017,2666205,@751160 Please DM us your record locator and we'll take a look.,Sun Nov 26 22:22:49 +0000 2017,False,233.0
AmericanAir_1231987,1231988,"What a great photo of @AmericanAir  over #castleisland #southie this morning on approach to #BOS, photo by Mucka Finyardi https://t.co/esDugdZRyN",Sat Nov 25 19:53:02 +0000 2017,1231987,"@408951 Pretty bird, gorgeous flag!",Sat Nov 25 19:58:08 +0000 2017,False,306.0
AmericanAir_2741073,2741074,@AmericanAir it has been 22 days since you've ruined my travel plans. 18 days since you stated you would refund me for my flight and rental car.,Mon Nov 20 17:49:54 +0000 2017,2741073,@435940 We have your DM and will answer you there.,Mon Nov 20 17:55:57 +0000 2017,False,363.0
AmericanAir_1319422,1319423,"When it took @AmericanAir 4 hrs to change a tire @ LAX &amp; your @115873 driver tells you he is mad he has to drive you in the ""wrong direction"" https://t.co/nrRmn7W9I6",Wed Oct 18 05:55:48 +0000 2017,1319422,@428104 Sorry for the delay Cristin. We always want to get you to your destination on time.,Wed Oct 18 05:58:23 +0000 2017,False,155.0
AmericanAir_2708074,2708075,@AmericanAir tried to upgrade on my first leg of my trip and your attendant outright lied to me and now I can’t!! #Liars #Lazy #WorstService,Sun Nov 19 23:42:42 +0000 2017,2708074,"@760491 What's going on? We're here for you, if you'd like to DM your record locator and details.",Mon Nov 20 00:04:30 +0000 2017,False,1308.0
AmericanAir_1914363,1914364,"@AmericanAir I need my bag☹️ it was left in Miami  from Monday and I still haven’t received yet, it’s urgent.",Wed Oct 25 20:53:04 +0000 2017,1914363,@570230 Our team is on it for you. We have a great link to follow the progress. You can also call our team at 800-535-5225. https://t.co/Lts67cOudl,Wed Oct 25 21:38:36 +0000 2017,False,2732.0
AmericanAir_2761029,2761030,My 10year old son was supposed to arrive at 6pm tonight from aus to hnl flight on @AmericanAir BUT I just saw his already DELAYED flight has been DIVERTED to Kona??!!!?? What is going on @Americanair? #bringmybabyhome,Tue Nov 21 05:36:46 +0000 2017,2761029,@772510 Oh no! Please follow and DM your son's record locator and we'll be able to see what's going on.,Tue Nov 21 05:47:07 +0000 2017,False,621.0
AmericanAir_1059047,1059045,"@AmericanAir I fly twice a week on @AmericanAir, I know how the upgrades work.  The people I travel with have less status got upgraded days ago.",Mon Oct 23 12:55:51 +0000 2017,1059047,@164687 We understand the frustration and will be sure to look more deeply into what happened. We appreciate you working with our team this morning.,Mon Oct 23 13:06:58 +0000 2017,False,667.0
AmericanAir_2653860,2653861,@AmericanAir No more hotels.... no more place to sleep.... that is outrageous !!!!!!,Sun Nov 19 03:56:54 +0000 2017,2653860,"@748355 Please meet us in DMs when you finish travel, so we can review this further.",Sun Nov 19 03:58:51 +0000 2017,False,117.0
AmericanAir_175607,175608,@AmericanAir I would like to inquire about changing a flight time with same departure and arrival and the associated fees. Thank you for your prompt response!,Fri Nov 24 23:51:19 +0000 2017,175607,"@157258 Evan, we're following you and would need to take a peek at your fare rules and restrictions. Please DM your record locator with details.",Fri Nov 24 23:52:53 +0000 2017,False,94.0
AmericanAir_711738,711739,Let's see how many times my flight can get delayed before I get back to Phoenix 🙃 @AmericanAir,Tue Oct 10 21:39:51 +0000 2017,711738,"@290215 We know delays are far from ideal, and how important your time is. Our apologies for the wait, and we appreciate your patience.",Tue Oct 10 21:59:16 +0000 2017,False,1165.0
AmericanAir_2763449,2763450,"@AmericanAir I've been on 2 flights this holiday wknd w/ you. Both delayed, aircraft mechanical problems. Very frustrating. Get it together.",Sun Nov 26 23:58:52 +0000 2017,2763449,"@773050 We're so sorry this has been your experience. We're here to help with an update, if you provide your record locator via DM.",Mon Nov 27 00:06:28 +0000 2017,False,456.0
AmericanAir_2742251,2742249,"@AmericanAir You have a management problem. The woman who apparently is running the wheelchair operation was late, disorganized and didn’t have enough personnel or equipment. The gentleman who came and took over I think named Hector ( he is from Puerto Rico) was very professional and helped.",Mon Nov 20 18:43:54 +0000 2017,2742251,@619939 We'll be sure to follow up with the airport teams right away. Thank you very much for letting us know what happened.,Mon Nov 20 18:47:44 +0000 2017,False,230.0
AmericanAir_2497001,2496999,@AmericanAir How will you compensate me for your delays? Flying @americanair was a #nightmare,Mon Oct 30 12:13:03 +0000 2017,2497001,"@119885 Air traffic, like weather, is outside of our control and we're sorry for any delay it caused to your travel plans.",Mon Oct 30 12:18:19 +0000 2017,False,316.0
AmericanAir_1273765,1273766,"@AmericanAir 
A beautiful beginning to the day from 38000 feet. https://t.co/EgFiYLatxP",Sat Nov 25 12:13:38 +0000 2017,1273765,@183570 What a beautiful morning it is! No view is better than this. It's so great to have you on board.,Sat Nov 25 12:21:00 +0000 2017,False,442.0
AmericanAir_1407675,1407676,"Thanks to Isaac, @AmericanAir flight attendant extraordinaire on #489 PHX to PGH 11/1. What a great personality!",Wed Nov 01 22:15:12 +0000 2017,1407675,@447197 Thanks for the shout-out to Isaac! We'll be sure to get this over to our #AATeam so he can be recognized.,Wed Nov 01 22:21:17 +0000 2017,False,365.0
AmericanAir_1954005,1954006,"@AmericanAir We already lost Sunday with our family. In this plane also travel many frequent travelers like me, that we are changing by others airlines.",Sun Oct 29 17:51:32 +0000 2017,1954005,"@535998 We're making updates to our planes and are on track to having the youngest fleet in the industry, on average, by 2018, so keep an eye out!",Sun Oct 29 17:54:48 +0000 2017,False,196.0
AmericanAir_198276,198277,"Hey @AmericanAir don't lie to me and say my bag is oversized when you force me to check my bag. I fly all the time, you guys are pathetic.",Wed Oct 04 09:23:19 +0000 2017,198276,@162608 We'd like to pass this info on to review internally. Meet us in DM with your record locator.,Wed Oct 04 09:24:11 +0000 2017,False,52.0
AmericanAir_686008,686009,@AmericanAir Why would I️ be charged $50 for a checked bag? Everything I️ see is $25.,Thu Nov 23 13:09:29 +0000 2017,686008,@283768 A $25 gate charge will be collected if you bring a checked bag to the gate when flying in a Basic Economy fare. https://t.co/MKvFFVWJdz,Thu Nov 23 13:27:08 +0000 2017,False,1059.0
AmericanAir_2032586,2032587,@AmericanAir Phillip from ticketing just sorted and issue for me and it might have been best customer service experience ever. #welldone,Tue Nov 07 15:55:23 +0000 2017,2032586,"@601040 Way to rock it #AATeam! We're thrilled to hear he got you squared away, please verify your record locator via DM and we'll pass it along.",Tue Nov 07 15:57:17 +0000 2017,False,114.0
AmericanAir_1944277,1944278,Thanks to @AmericanAir bullshit restrictions on allowing pit bulls to fly on their flights I won’t be able to see my dog on Christmas smfh,Fri Dec 01 03:33:46 +0000 2017,1944277,@578001 We love our four legged fAAmily members and have only their safety in mind.,Fri Dec 01 03:45:10 +0000 2017,False,684.0
AmericanAir_564626,564627,@AmericanAir what is the checked bag weight limit for domestic economy for AA Gold?  Any restrictions on bag size?,Sun Dec 03 00:05:04 +0000 2017,564626,@252261 It's 50 pounds or less in Main Cabin and 70 pounds or less in Business or First Class. Let us know if you have any other questions.,Sun Dec 03 00:06:32 +0000 2017,False,88.0
AmericanAir_2326294,2326295,"Hey @AmericanAir on flight 2456 from TPA to DFW, Kelly and Lisa made my long week away from home so much better! Keep them around! #kudos",Fri Oct 20 00:09:01 +0000 2017,2326294,@673772 Kelly and Lisa are such a great part of our #AATeam. We'll be sure to pass along your kudos to them.,Fri Oct 20 00:26:43 +0000 2017,False,1062.0
AmericanAir_1475694,1475695,"@AmericanAir But that is the funny part... I have 202 miles left to get platinum, why would I spend $700 to get it?",Thu Nov 02 20:56:50 +0000 2017,1475694,"@462588 You're right, it wouldn't make sense if you only have 202 miles to reach Platinum status. #PlatLife",Thu Nov 02 22:07:18 +0000 2017,False,4228.0
AmericanAir_1772424,1772425,"@AmericanAir According to @123555 and my conversation with @ChaseSupport through #chasesapphirepreferred, the issue was @AmericanAir not rebooking us, which is what caused this series of unfortunate events. #repairtheharm #sweendovalhoneymoon",Wed Nov 08 01:52:24 +0000 2017,1772424,@532466 We're here to take a closer look but we need your flight information. Please DM your record locator.,Wed Nov 08 01:58:24 +0000 2017,False,360.0
AmericanAir_1132373,1132374,@AmericanAir Got my KTN and entered it for both my next flight and my profile in general. But the flight only shows XXX's. Is this right?,Tue Oct 17 19:16:17 +0000 2017,1132373,@386838 We'd be happy to check to make sure it's entered correctly. Please follow and DM your record locator and KTN.,Tue Oct 17 19:25:21 +0000 2017,False,544.0
AmericanAir_2965194,2965192,@AmericanAir But what is the plan for letting your customers know when they need to make other plans?,Thu Nov 30 01:49:56 +0000 2017,2965194,@818085 We'll notify our customers as soon as we know of any changes directly.,Thu Nov 30 02:59:10 +0000 2017,False,4154.0
AmericanAir_475783,475784,A very American #wingfriday today with @AmericanAir . #travel #avgeek #boeing737 https://t.co/DO5KQYbqGT,Fri Dec 01 10:25:33 +0000 2017,475783,@228106 Those are some good looking wings if we do say so ourselves! Thanks for the #AmericanView,Fri Dec 01 10:29:15 +0000 2017,False,222.0
AmericanAir_157147,157148,@AmericanAir You can make it up to me by doubling my miles earned on my first flight :),Fri Nov 24 17:41:31 +0000 2017,157147,"@152098 It is a busy holiday season, and lines can be pretty long. We know it's disappointing to miss out on family time.",Fri Nov 24 17:41:35 +0000 2017,False,4.0
AmericanAir_1189438,1189439,@AmericanAir I was #3 on standby for flt 1373 JAX-DFW. Got skipped. I was in gate area. Agent didn't announce or clear in app. #NewAmerican,Sun Oct 15 20:35:39 +0000 2017,1189438,"@399592 We see our team called the names, but didn't receive an answer. We're sorry if it wasn't heard.",Sun Oct 15 21:33:48 +0000 2017,False,3489.0
AmericanAir_415233,415231,"@AmericanAir Why in this case? It's not that it happens, it's the lack of explanation that is frustrating",Tue Oct 10 01:59:56 +0000 2017,415233,"@214010 Air traffic congestion can cause our team to have to wait before landing, and we appreciate your patience.",Tue Oct 10 02:50:57 +0000 2017,False,3061.0
AmericanAir_2308577,2308578,And when @AmericanAir doesn’t even reply to your tweets. That’s a problem also,Thu Oct 19 21:25:19 +0000 2017,2308577,"@669630 This is the first tweet we've received, our apologies. Please DM your record locator and details so we can look into this.",Thu Oct 19 21:36:43 +0000 2017,False,684.0
AmericanAir_2233562,2233563,@AmericanAir @116462 Thanks,Fri Nov 10 17:53:25 +0000 2017,2233562,@651564 You're very welcome!,Fri Nov 10 17:56:22 +0000 2017,False,177.0
AmericanAir_2963633,2963631,@AmericanAir You guys do a great job. Management should give you time and a half just like some others working in December 😉,Wed Nov 29 22:20:47 +0000 2017,2963633,@817735 Thanks for the kind words. You know we're here for you anytime you need us!,Wed Nov 29 22:56:44 +0000 2017,False,2157.0
AmericanAir_515524,515525,@AmericanAir can please explain to me why I can fly from philly to Paris for the same amount as I can from philly to Pitt?? 😡🤬 #sodumb #isntright,Sat Dec 02 00:52:17 +0000 2017,515524,"@238761 Sounds like you've found a great deal on a great destination, Amanda!",Sat Dec 02 00:58:02 +0000 2017,False,345.0
AmericanAir_2292371,2292372,Dude.. @AmericanAir has completely destroyed my checked bag.. how careless could one be😡😡,Sat Nov 11 22:04:18 +0000 2017,2292371,@556197 We're very sorry about that. Please file a claim with our Baggage Service Office ASAP.,Sat Nov 11 22:07:29 +0000 2017,False,191.0
AmericanAir_1407643,1407644,@AmericanAir Are FAs bonused based on completed customer applications?,Wed Nov 01 20:11:43 +0000 2017,1407643,"@447193 It's just a program we're passionate about and we want our customers to benefit. We appreciate your feedback, Bijan.",Wed Nov 01 22:26:49 +0000 2017,False,8106.0
AmericanAir_336708,336709,@AmericanAir why was flight 2300 from Denver to Chicago diverted to Indiana??,Sat Oct 07 21:02:04 +0000 2017,336708,@196325 It was due to weather at the destination. We appreciate your patience as Mother Nature does her thing.,Sat Oct 07 21:39:52 +0000 2017,False,2268.0
AmericanAir_2752925,2752923,@AmericanAir The aircraft arrived 7 minutes early. That doesn’t explain how the flight is 2 hours late,Tue Nov 21 01:05:53 +0000 2017,2752925,@770648 We see you're in the air now. We're trying our best to make up some of the time. Our apologies again.,Tue Nov 21 02:03:59 +0000 2017,False,3486.0
AmericanAir_868492,868491,"Thank u @AlaskaAir for the help. @AmericanAir thanks for nothing! Wont let me change my date, No refund,No credit, just took my money &amp; the🖕",Mon Oct 09 19:14:52 +0000 2017,868492,"@326210 Depending on which type of ticket you purchased, a change may not be allowed. If you'd like for us to check, please DM your record locator.",Mon Oct 09 20:06:14 +0000 2017,False,3082.0
AmericanAir_1072971,1072972,@AmericanAir I hate that I can not log in and change a canceled ticket from last week that I want to use the value of on a ticket next week!,Mon Oct 23 15:53:58 +0000 2017,1072971,"@373186 Our reservation team will be able to help with that, Chad. Please give us a call at 800-433-7300 for assistance.",Mon Oct 23 16:19:02 +0000 2017,False,1504.0
AmericanAir_34803,34804,"@AmericanAir Thanks @AmericanAir - this picture doesn’t even do it justice! And our purser on this flight is the best - efficient, sweet and friendly!",Wed Nov 01 13:17:45 +0000 2017,34803,@123556 We're glad they're taking excellent care of you and will be sure to pass along your praises to our leadership team! #AATeam,Wed Nov 01 13:19:16 +0000 2017,False,91.0
AmericanAir_1231523,1231524,Back on the #executiveplatinum island for another year. Thanks for getting me safely around the planet again @AmericanAir  see u again Sat!,Wed Oct 25 20:21:07 +0000 2017,1231523,@408862 You're very welcome and thanks for your continued loyalty and support for the AAdvantage program! We'll see you on Saturday.,Wed Oct 25 21:03:06 +0000 2017,False,2519.0
AmericanAir_1309477,1309478,"Every fligt on @AmericanAir it is a really bad experience.
They don’t mind the clients certanly. i am really tired to every flight report a compliant. Enough last travel in @AmericanAir",Sat Nov 25 20:48:04 +0000 2017,1309477,@426019 It's always our plan to have a great travel experience for you. We're sorry to hear it didn't go that way this trip.,Sat Nov 25 20:55:54 +0000 2017,False,470.0
AmericanAir_2396021,2396022,"First @JetBlue flight ever. It has in-seat entertainment and FREE in-flight wifi. Meanwhile, @AmericanAir got rid of in-seat entertainment between WAS&lt;-&gt;MIA and has never had free WiFi. So why am I loyal to @AmericanAir?",Tue Nov 14 12:24:32 +0000 2017,2396021,@291007 We're working with 3-satellite companies to offer the latest and greatest Wi-Fi as well as including inflight entertainment on most flights.,Tue Nov 14 12:39:55 +0000 2017,False,923.0
AmericanAir_1776775,1776773,@AmericanAir FYI this does not seem particularly random. I seem to have this issue every time I attempt checking in.,Wed Oct 18 00:33:25 +0000 2017,1776775,@211096 We're sorry about that. We'll verify your documents when you arrive.,Wed Oct 18 00:43:57 +0000 2017,False,632.0
